40.0 APEX_CODE,FINEST;APEX_PROFILING,INFO;CALLOUT,INFO;DB,INFO;SYSTEM,DEBUG;VALIDATION,INFO;VISUALFORCE,INFO;WAVE,INFO;WORKFLOW,INFO
08:14:00.0 (333337)|USER_INFO|[EXTERNAL]|0057F000000SZkg|test-d_masalsky@twistellar.com|Pacific Standard Time|GMT-07:00
08:14:00.0 (378947)|EXECUTION_STARTED
08:14:00.0 (383214)|CODE_UNIT_STARTED|[EXTERNAL]|01p7F000008eSte|RSS
08:14:05.962 (6458664534)|VARIABLE_ASSIGNMENT|[45]|child|"XMLNode[ELEMENT,title,null,null,null,[XMLNode[TEXT,null,null,null,null,null,Шушкевич рассказал, как Лукашенко стал президентом и ждать ли российские войска в Беларуси,]],null,]"|0x41bb0aa0
08:14:05.962 (6458672741)|STATEMENT_EXECUTE|[45]
08:14:05.962 (6458681031)|HEAP_ALLOCATE|[46]|Bytes:5
08:14:05.962 (6458695449)|STATEMENT_EXECUTE|[46]
08:14:05.962 (6458696708)|STATEMENT_EXECUTE|[46]
08:14:05.962 (6458700738)|HEAP_ALLOCATE|[46]|Bytes:90
08:14:05.962 (6458744247)|VARIABLE_ASSIGNMENT|[46]|this.title__c|"Шушкевич рассказал,  (70 more) ..."|0x65b9968f
08:14:05.962 (6458757738)|HEAP_ALLOCATE|[47]|Bytes:5
08:14:05.962 (6458768460)|STATEMENT_EXECUTE|[47]
08:14:05.962 (6458771866)|HEAP_ALLOCATE|[51]|Bytes:5
08:14:05.962 (6458781826)|STATEMENT_EXECUTE|[51]
08:14:05.962 (6458784850)|HEAP_ALLOCATE|[52]|Bytes:5
08:14:05.962 (6458790570)|STATEMENT_EXECUTE|[52]
08:14:05.962 (6458793210)|HEAP_ALLOCATE|[53]|Bytes:5
08:14:05.962 (6458798640)|STATEMENT_EXECUTE|[53]
08:14:05.962 (6458801306)|HEAP_ALLOCATE|[54]|Bytes:5
08:14:05.962 (6458806760)|STATEMENT_EXECUTE|[54]
08:14:05.962 (6458814762)|HEAP_ALLOCATE|[45]|Bytes:5
08:14:05.962 (6458825833)|HEAP_ALLOCATE|[45]|Bytes:3
08:14:05.962 (6458831544)|VARIABLE_SCOPE_BEGIN|[45]|child|dom.XmlNode|true|false
08:14:05.962 (6458864035)|VARIABLE_ASSIGNMENT|[45]|child|"XMLNode[TEXT,null,null,null,null,null,\n\t\t,]"|0x7fb0b2d5
08:14:05.962 (6458869749)|STATEMENT_EXECUTE|[45]
08:14:05.962 (6458878010)|STATEMENT_EXECUTE|[46]
08:14:05.962 (6458882047)|STATEMENT_EXECUTE|[47]
08:14:05.962 (6458885984)|STATEMENT_EXECUTE|[51]
08:14:05.962 (6458891496)|STATEMENT_EXECUTE|[52]
08:14:05.962 (6458895758)|STATEMENT_EXECUTE|[53]
08:14:05.962 (6458899211)|STATEMENT_EXECUTE|[54]
08:14:05.962 (6458905695)|HEAP_ALLOCATE|[45]|Bytes:5
08:14:05.962 (6458918568)|HEAP_ALLOCATE|[45]|Bytes:4
08:14:05.962 (6458923245)|VARIABLE_SCOPE_BEGIN|[45]|child|dom.XmlNode|true|false
08:14:05.962 (6458957174)|VARIABLE_ASSIGNMENT|[45]|child|"XMLNode[ELEMENT,link,null,null,null,[XMLNode[TEXT,null,null,null,null,null,https://news.tut.by/economics/560277.html?utm_campaign=news-feed,], XMLNode[TEXT,null,null,null,null,null,&,], XMLNode[TEXT,null,null,null,null,null,utm_medium=rss,], XMLNode[TEXT,null,null,null,null,null,&,], XMLNode[TEXT,null,null,null,null,null,utm_source=rss-news,]],null,]"|0x56944e42
08:14:05.962 (6458967978)|STATEMENT_EXECUTE|[45]
08:14:05.962 (6458974855)|HEAP_ALLOCATE|[46]|Bytes:4
08:14:05.962 (6458988143)|STATEMENT_EXECUTE|[46]
08:14:05.962 (6458991861)|HEAP_ALLOCATE|[47]|Bytes:4
08:14:05.962 (6458998581)|STATEMENT_EXECUTE|[47]
08:14:05.962 (6458999734)|STATEMENT_EXECUTE|[48]
08:14:05.962 (6459003416)|HEAP_ALLOCATE|[48]|Bytes:99
08:14:05.962 (6459037942)|VARIABLE_ASSIGNMENT|[48]|this.link__c|"https://news.tut.by/ (79 more) ..."|0x65b9968f
08:14:05.962 (6459044080)|STATEMENT_EXECUTE|[49]
08:14:05.962 (6459049512)|HEAP_ALLOCATE|[49]|Bytes:99
08:14:05.962 (6459067336)|HEAP_ALLOCATE|[49]|Bytes:6
08:14:05.962 (6459105562)|VARIABLE_ASSIGNMENT|[49]|this.externalId__c|"560277"|0x65b9968f
08:14:05.962 (6459116432)|HEAP_ALLOCATE|[51]|Bytes:4
08:14:05.962 (6459126148)|STATEMENT_EXECUTE|[51]
08:14:05.962 (6459129393)|HEAP_ALLOCATE|[52]|Bytes:4
08:14:05.962 (6459135399)|STATEMENT_EXECUTE|[52]
08:14:05.962 (6459139316)|HEAP_ALLOCATE|[53]|Bytes:4
08:14:05.962 (6459147402)|STATEMENT_EXECUTE|[53]
08:14:05.962 (6459150677)|HEAP_ALLOCATE|[54]|Bytes:4
08:14:05.962 (6459156281)|STATEMENT_EXECUTE|[54]
08:14:05.962 (6459169018)|HEAP_ALLOCATE|[45]|Bytes:5
08:14:05.962 (6459178708)|HEAP_ALLOCATE|[45]|Bytes:3
08:14:05.962 (6459184858)|VARIABLE_SCOPE_BEGIN|[45]|child|dom.XmlNode|true|false
08:14:05.962 (6459215564)|VARIABLE_ASSIGNMENT|[45]|child|"XMLNode[TEXT,null,null,null,null,null,\n\t\t,]"|0x7bbd48a1
08:14:05.962 (6459221444)|STATEMENT_EXECUTE|[45]
08:14:05.962 (6459230074)|STATEMENT_EXECUTE|[46]
08:14:05.962 (6459239198)|STATEMENT_EXECUTE|[47]
08:14:05.962 (6459242531)|STATEMENT_EXECUTE|[51]
08:14:05.962 (6459245779)|STATEMENT_EXECUTE|[52]
08:14:05.962 (6459249118)|STATEMENT_EXECUTE|[53]
08:14:05.962 (6459252332)|STATEMENT_EXECUTE|[54]
08:14:05.962 (6459259059)|HEAP_ALLOCATE|[45]|Bytes:5
08:14:05.962 (6459267212)|HEAP_ALLOCATE|[45]|Bytes:11
08:14:05.962 (6459272470)|VARIABLE_SCOPE_BEGIN|[45]|child|dom.XmlNode|true|false
08:14:05.962 (6459330419)|VARIABLE_ASSIGNMENT|[45]|child|"XMLNode[ELEMENT,description,null,null,null,[XMLNode[TEXT,null,null,null,null,null,\u003C,], XMLNode[TEXT,null,null,null,null,null,img src=\"https://img.tyt.by/thumbnails/n/balay/04/f/shushkevich_kniga_prezentaciya_20160419_tutby_bas_phsl_dsc2762.jpg\" width=\"72\" height=\"48\" alt=\"Фото: Сергей Балай, TUT.BY\" border=\"0\" align=\"left\" hspace=\"5\" /,], XMLNode[TEXT,null,null,null,null,null,\u003E,], XMLNode[TEXT,null,null,null,null,null,В первый раз Александр Лукашенко победил честно, но \"будь у нас справедливые выборы, его бы давно и в помине не было\". Такое заявление в интервью телеканалу \"112 Украина\" сделал первый руководитель независимой Беларуси и один из авторов Беловежских соглашений Станислав Шушкевич.,], XMLNode[TEXT,null,null,null,null,null,\u003C,], XMLNode[TEXT,null,null,null,null,null,br clear=\"all\" /,], XMLNode[TEXT,null,null,null,null,null,\u003E,]],null,]"|0x62caa37c
08:14:05.962 (6459357811)|STATEMENT_EXECUTE|[45]
08:14:05.962 (6459366480)|HEAP_ALLOCATE|[46]|Bytes:11
08:14:05.962 (6459379678)|STATEMENT_EXECUTE|[46]
08:14:05.962 (6459383143)|HEAP_ALLOCATE|[47]|Bytes:11
08:14:05.962 (6459389098)|STATEMENT_EXECUTE|[47]
08:14:05.962 (6459391728)|HEAP_ALLOCATE|[51]|Bytes:11
08:14:05.962 (6459396851)|STATEMENT_EXECUTE|[51]
08:14:05.962 (6459399600)|HEAP_ALLOCATE|[52]|Bytes:11
08:14:05.962 (6459404822)|STATEMENT_EXECUTE|[52]
08:14:05.962 (6459408877)|HEAP_ALLOCATE|[53]|Bytes:11
08:14:05.962 (6459419017)|STATEMENT_EXECUTE|[53]
08:14:05.962 (6459420342)|STATEMENT_EXECUTE|[53]
08:14:05.962 (6459425282)|HEAP_ALLOCATE|[53]|Bytes:511
08:14:05.962 (6459467332)|VARIABLE_ASSIGNMENT|[53]|this.description__c|"\u003Cimg src=\"https://im (491 more) ..."|0x65b9968f
08:14:05.962 (6459479997)|HEAP_ALLOCATE|[54]|Bytes:11
08:14:05.962 (6459489700)|STATEMENT_EXECUTE|[54]
08:14:05.962 (6459497780)|HEAP_ALLOCATE|[45]|Bytes:5
08:14:05.962 (6459510782)|HEAP_ALLOCATE|[45]|Bytes:3
08:14:05.962 (6459516088)|VARIABLE_SCOPE_BEGIN|[45]|child|dom.XmlNode|true|false
08:14:05.962 (6459547361)|VARIABLE_ASSIGNMENT|[45]|child|"XMLNode[TEXT,null,null,null,null,null,\n\t\t,]"|0x189683ea
08:14:05.962 (6459553540)|STATEMENT_EXECUTE|[45]
08:14:05.962 (6459562319)|STATEMENT_EXECUTE|[46]
08:14:05.962 (6459570752)|STATEMENT_EXECUTE|[47]
08:14:05.962 (6459574167)|STATEMENT_EXECUTE|[51]
08:14:05.962 (6459577409)|STATEMENT_EXECUTE|[52]
08:14:05.962 (6459580654)|STATEMENT_EXECUTE|[53]
08:14:05.962 (6459584156)|STATEMENT_EXECUTE|[54]
08:14:05.962 (6459590936)|HEAP_ALLOCATE|[45]|Bytes:5
08:14:05.962 (6459598985)|HEAP_ALLOCATE|[45]|Bytes:33
08:14:05.962 (6459603578)|VARIABLE_SCOPE_BEGIN|[45]|child|dom.XmlNode|true|false
08:14:05.962 (6459641577)|VARIABLE_ASSIGNMENT|[45]|child|"XMLNode[ELEMENT,author,http://www.w3.org/2005/Atom,null,null,[XMLNode[TEXT,null,null,null,null,null,\n\t\t\t,], XMLNode[ELEMENT,name,http://www.w3.org/2005/Atom,null,null,[XMLNode[TEXT,null,null,null,null,null,TUT.BY,]],null,], XMLNode[TEXT,null,null,null,null,null,\n\t\t\t,], XMLNode[ELEMENT,uri,http://www.w3.org/2005/Atom,null,null,[XMLNode[TEXT,null,null,null,null,null,https://news.tut.by/author/490~613.html,]],null,], XMLNode[TEXT,null,null,null,null,null,\n\t\t,]],null,]"|0x6c0428e4
08:14:05.962 (6459654374)|STATEMENT_EXECUTE|[45]
08:14:05.962 (6459663218)|HEAP_ALLOCATE|[46]|Bytes:6
08:14:05.962 (6459673902)|STATEMENT_EXECUTE|[46]
08:14:05.962 (6459677278)|HEAP_ALLOCATE|[47]|Bytes:6
08:14:05.962 (6459687168)|STATEMENT_EXECUTE|[47]
08:14:05.962 (6459690208)|HEAP_ALLOCATE|[51]|Bytes:6
08:14:05.962 (6459695547)|STATEMENT_EXECUTE|[51]
08:14:05.962 (6459698317)|HEAP_ALLOCATE|[52]|Bytes:6
08:14:05.962 (6459703830)|STATEMENT_EXECUTE|[52]
08:14:05.962 (6459706439)|HEAP_ALLOCATE|[53]|Bytes:6
08:14:05.962 (6459711767)|STATEMENT_EXECUTE|[53]
08:14:05.962 (6459714541)|HEAP_ALLOCATE|[54]|Bytes:6
08:14:05.962 (6459721369)|STATEMENT_EXECUTE|[54]
08:14:05.962 (6459738587)|HEAP_ALLOCATE|[55]|Bytes:4
08:14:05.962 (6459742379)|HEAP_ALLOCATE|[55]|Bytes:4
08:14:05.962 (6459744457)|HEAP_ALLOCATE|[55]|Bytes:4
08:14:05.962 (6459750741)|HEAP_ALLOCATE|[55]|Bytes:4
08:14:05.962 (6459753226)|HEAP_ALLOCATE|[55]|Bytes:4
08:14:05.962 (6459755156)|HEAP_ALLOCATE|[55]|Bytes:4
08:14:05.962 (6459776821)|HEAP_ALLOCATE|[55]|Bytes:5
08:14:05.962 (6459785557)|HEAP_ALLOCATE|[55]|Bytes:4
08:14:05.962 (6459790568)|VARIABLE_SCOPE_BEGIN|[55]|channel|dom.XmlNode|true|false
08:14:05.962 (6459823884)|VARIABLE_ASSIGNMENT|[55]|channel|"XMLNode[TEXT,null,null,null,null,null,\n\t\t\t,]"|0x7d6d8d85
08:14:05.962 (6459837770)|STATEMENT_EXECUTE|[56]
08:14:05.962 (6459844294)|HEAP_ALLOCATE|[55]|Bytes:5
08:14:05.962 (6459852237)|HEAP_ALLOCATE|[55]|Bytes:31
08:14:05.962 (6459857427)|VARIABLE_SCOPE_BEGIN|[55]|channel|dom.XmlNode|true|false
08:14:05.962 (6459888552)|VARIABLE_ASSIGNMENT|[55]|channel|"XMLNode[ELEMENT,name,http://www.w3.org/2005/Atom,null,null,[XMLNode[TEXT,null,null,null,null,null,TUT.BY,]],null,]"|0x4a0b1017
08:14:05.962 (6459900284)|HEAP_ALLOCATE|[56]|Bytes:4
08:14:05.962 (6459910747)|STATEMENT_EXECUTE|[57]
08:14:05.962 (6459914753)|HEAP_ALLOCATE|[57]|Bytes:6
08:14:05.962 (6459955445)|VARIABLE_ASSIGNMENT|[57]|this.authorName__c|"TUT.BY"|0x65b9968f
08:14:05.962 (6459970025)|HEAP_ALLOCATE|[55]|Bytes:5
08:14:05.962 (6459979211)|HEAP_ALLOCATE|[55]|Bytes:4
08:14:05.962 (6459984747)|VARIABLE_SCOPE_BEGIN|[55]|channel|dom.XmlNode|true|false
08:14:05.962 (6460013956)|VARIABLE_ASSIGNMENT|[55]|channel|"XMLNode[TEXT,null,null,null,null,null,\n\t\t\t,]"|0x66ae536f
08:14:05.962 (6460032533)|STATEMENT_EXECUTE|[56]
08:14:05.962 (6460039342)|HEAP_ALLOCATE|[55]|Bytes:5
08:14:05.962 (6460047055)|HEAP_ALLOCATE|[55]|Bytes:30
08:14:05.962 (6460051710)|VARIABLE_SCOPE_BEGIN|[55]|channel|dom.XmlNode|true|false
08:14:05.962 (6460080534)|VARIABLE_ASSIGNMENT|[55]|channel|"XMLNode[ELEMENT,uri,http://www.w3.org/2005/Atom,null,null,[XMLNode[TEXT,null,null,null,null,null,https://news.tut.by/author/490~613.html,]],null,]"|0x2b200456
08:14:05.962 (6460096005)|HEAP_ALLOCATE|[56]|Bytes:3
08:14:05.962 (6460106002)|STATEMENT_EXECUTE|[56]
08:14:05.962 (6460112336)|HEAP_ALLOCATE|[55]|Bytes:5
08:14:05.962 (6460120136)|HEAP_ALLOCATE|[55]|Bytes:3
08:14:05.962 (6460124735)|VARIABLE_SCOPE_BEGIN|[55]|channel|dom.XmlNode|true|false
08:14:05.962 (6460151415)|VARIABLE_ASSIGNMENT|[55]|channel|"XMLNode[TEXT,null,null,null,null,null,\n\t\t,]"|0x3a30a512
08:14:05.962 (6460169091)|STATEMENT_EXECUTE|[56]
08:14:05.962 (6460175595)|HEAP_ALLOCATE|[55]|Bytes:5
08:14:05.962 (6460184283)|VARIABLE_ASSIGNMENT|[55]|channel|null|
08:14:05.962 (6460191242)|HEAP_ALLOCATE|[45]|Bytes:5
08:14:05.962 (6460197567)|HEAP_ALLOCATE|[45]|Bytes:3
08:14:05.962 (6460201543)|VARIABLE_SCOPE_BEGIN|[45]|child|dom.XmlNode|true|false
08:14:05.962 (6460224308)|VARIABLE_ASSIGNMENT|[45]|child|"XMLNode[TEXT,null,null,null,null,null,\n\t\t,]"|0x282981eb
08:14:05.962 (6460229972)|STATEMENT_EXECUTE|[45]
08:14:05.962 (6460237335)|STATEMENT_EXECUTE|[46]
08:14:05.962 (6460240899)|STATEMENT_EXECUTE|[47]
08:14:05.962 (6460244250)|STATEMENT_EXECUTE|[51]
08:14:05.962 (6460247515)|STATEMENT_EXECUTE|[52]
08:14:05.962 (6460250795)|STATEMENT_EXECUTE|[53]
08:14:05.962 (6460254210)|STATEMENT_EXECUTE|[54]
08:14:05.962 (6460259897)|HEAP_ALLOCATE|[45]|Bytes:5
08:14:05.962 (6460268576)|HEAP_ALLOCATE|[45]|Bytes:44
08:14:05.962 (6460275151)|VARIABLE_SCOPE_BEGIN|[45]|child|dom.XmlNode|true|false
08:14:05.962 (6460306002)|VARIABLE_ASSIGNMENT|[45]|child|"XMLNode[ELEMENT,category,null,[common.apex.api.dom.XmlNode$Attribute@1bbea778],null,[XMLNode[TEXT,null,null,null,null,null,Деньги и власть,]],null,]"|0x3c888aaa
08:14:05.962 (6460312958)|STATEMENT_EXECUTE|[45]
08:14:05.962 (6460319759)|HEAP_ALLOCATE|[46]|Bytes:8
08:14:05.962 (6460328973)|STATEMENT_EXECUTE|[46]
08:14:05.962 (6460332672)|HEAP_ALLOCATE|[47]|Bytes:8
08:14:05.962 (6460341276)|STATEMENT_EXECUTE|[47]
08:14:05.962 (6460344196)|HEAP_ALLOCATE|[51]|Bytes:8
08:14:05.962 (6460349714)|STATEMENT_EXECUTE|[51]
08:14:05.962 (6460352576)|HEAP_ALLOCATE|[52]|Bytes:8
08:14:05.962 (6460366452)|STATEMENT_EXECUTE|[52]
08:14:05.962 (6460367839)|STATEMENT_EXECUTE|[52]
08:14:05.962 (6460371339)|HEAP_ALLOCATE|[52]|Bytes:15
08:14:05.962 (6460404095)|VARIABLE_ASSIGNMENT|[52]|this.category__c|"Деньги и власть"|0x65b9968f
08:14:05.962 (6460417432)|HEAP_ALLOCATE|[53]|Bytes:8
08:14:05.962 (6460426018)|STATEMENT_EXECUTE|[53]
08:14:05.962 (6460429116)|HEAP_ALLOCATE|[54]|Bytes:8
08:14:05.962 (6460443624)|STATEMENT_EXECUTE|[54]
08:14:05.962 (6460451483)|HEAP_ALLOCATE|[45]|Bytes:5
08:14:05.962 (6460460248)|HEAP_ALLOCATE|[45]|Bytes:3
08:14:05.962 (6460465525)|VARIABLE_SCOPE_BEGIN|[45]|child|dom.XmlNode|true|false
08:14:05.962 (6460498306)|VARIABLE_ASSIGNMENT|[45]|child|"XMLNode[TEXT,null,null,null,null,null,\n\t\t,]"|0x17a13bd9
08:14:05.962 (6460504878)|STATEMENT_EXECUTE|[45]
08:14:05.962 (6460513123)|STATEMENT_EXECUTE|[46]
08:14:05.962 (6460516696)|STATEMENT_EXECUTE|[47]
08:14:05.962 (6460519959)|STATEMENT_EXECUTE|[51]
08:14:05.962 (6460523211)|STATEMENT_EXECUTE|[52]
08:14:05.962 (6460526561)|STATEMENT_EXECUTE|[53]
08:14:05.962 (6460529902)|STATEMENT_EXECUTE|[54]
08:14:05.962 (6460536248)|HEAP_ALLOCATE|[45]|Bytes:5
08:14:05.962 (6460546581)|HEAP_ALLOCATE|[45]|Bytes:136
08:14:05.962 (6460552096)|VARIABLE_SCOPE_BEGIN|[45]|child|dom.XmlNode|true|false
08:14:05.962 (6460584303)|VARIABLE_ASSIGNMENT|[45]|child|"XMLNode[ELEMENT,enclosure,null,[common.apex.api.dom.XmlNode$Attribute@4275d075, common.apex.api.dom.XmlNode$Attribute@4395a60b, common.apex.api.dom.XmlNode$Attribute@7a56ede3],null,null,null,]"|0x2806140a
08:14:05.962 (6460592045)|STATEMENT_EXECUTE|[45]
08:14:05.962 (6460598671)|HEAP_ALLOCATE|[46]|Bytes:9
08:14:05.962 (6460609317)|STATEMENT_EXECUTE|[46]
08:14:05.962 (6460612790)|HEAP_ALLOCATE|[47]|Bytes:9
08:14:05.962 (6460618890)|STATEMENT_EXECUTE|[47]
08:14:05.962 (6460621728)|HEAP_ALLOCATE|[51]|Bytes:9
08:14:05.962 (6460627184)|STATEMENT_EXECUTE|[51]
08:14:05.962 (6460634762)|HEAP_ALLOCATE|[52]|Bytes:9
08:14:05.962 (6460640296)|STATEMENT_EXECUTE|[52]
08:14:05.962 (6460643022)|HEAP_ALLOCATE|[53]|Bytes:9
08:14:05.962 (6460648069)|STATEMENT_EXECUTE|[53]
08:14:05.962 (6460650869)|HEAP_ALLOCATE|[54]|Bytes:9
08:14:05.962 (6460655988)|STATEMENT_EXECUTE|[54]
08:14:05.962 (6460662478)|HEAP_ALLOCATE|[45]|Bytes:5
08:14:05.962 (6460669847)|HEAP_ALLOCATE|[45]|Bytes:3
08:14:05.962 (6460674927)|VARIABLE_SCOPE_BEGIN|[45]|child|dom.XmlNode|true|false
08:14:05.962 (6460705607)|VARIABLE_ASSIGNMENT|[45]|child|"XMLNode[TEXT,null,null,null,null,null,\n\t\t,]"|0x4cc4fe38
08:14:05.962 (6460711413)|STATEMENT_EXECUTE|[45]
08:14:05.962 (6460719518)|STATEMENT_EXECUTE|[46]
08:14:05.962 (6460722971)|STATEMENT_EXECUTE|[47]
08:14:05.962 (6460726296)|STATEMENT_EXECUTE|[51]
08:14:05.962 (6460729645)|STATEMENT_EXECUTE|[52]
08:14:05.962 (6460732953)|STATEMENT_EXECUTE|[53]
08:14:05.962 (6460736311)|STATEMENT_EXECUTE|[54]
08:14:05.962 (6460744620)|HEAP_ALLOCATE|[45]|Bytes:5
08:14:05.962 (6460753179)|HEAP_ALLOCATE|[45]|Bytes:19
08:14:05.962 (6460757633)|VARIABLE_SCOPE_BEGIN|[45]|child|dom.XmlNode|true|false
08:14:05.962 (6460794106)|VARIABLE_ASSIGNMENT|[45]|child|"XMLNode[ELEMENT,guid,null,[common.apex.api.dom.XmlNode$Attribute@143d10b6],null,[XMLNode[TEXT,null,null,null,null,null,https://news.tut.by/economics/560277.html?utm_campaign=news-feed,], XMLNode[TEXT,null,null,null,null,null,&,], XMLNode[TEXT,null,null,null,null,null,utm_medium=rss,], XMLNode[TEXT,null,null,null,null,null,&,], XMLNode[TEXT,null,null,null,null,null,utm_source=rss-news,]],null,]"|0x3461f0d0
08:14:05.962 (6460805885)|STATEMENT_EXECUTE|[45]
08:14:05.962 (6460812533)|HEAP_ALLOCATE|[46]|Bytes:4
08:14:05.962 (6460821062)|STATEMENT_EXECUTE|[46]
08:14:05.962 (6460824120)|HEAP_ALLOCATE|[47]|Bytes:4
08:14:05.962 (6460829575)|STATEMENT_EXECUTE|[47]
08:14:05.962 (6460832244)|HEAP_ALLOCATE|[51]|Bytes:4
08:14:05.962 (6460837506)|STATEMENT_EXECUTE|[51]
08:14:05.962 (6460840169)|HEAP_ALLOCATE|[52]|Bytes:4
08:14:05.962 (6460845454)|STATEMENT_EXECUTE|[52]
08:14:05.962 (6460848102)|HEAP_ALLOCATE|[53]|Bytes:4
08:14:05.962 (6460853769)|STATEMENT_EXECUTE|[53]
08:14:05.962 (6460857059)|HEAP_ALLOCATE|[54]|Bytes:4
08:14:05.962 (6460865638)|STATEMENT_EXECUTE|[54]
08:14:05.962 (6460872301)|HEAP_ALLOCATE|[45]|Bytes:5
08:14:05.962 (6460880171)|HEAP_ALLOCATE|[45]|Bytes:3
08:14:05.962 (6460890300)|VARIABLE_SCOPE_BEGIN|[45]|child|dom.XmlNode|true|false
08:14:05.962 (6460914938)|VARIABLE_ASSIGNMENT|[45]|child|"XMLNode[TEXT,null,null,null,null,null,\n\t\t,]"|0x2a007a76
08:14:05.962 (6460920021)|STATEMENT_EXECUTE|[45]
08:14:05.962 (6460929867)|STATEMENT_EXECUTE|[46]
08:14:05.962 (6460933889)|STATEMENT_EXECUTE|[47]
08:14:05.962 (6460937415)|STATEMENT_EXECUTE|[51]
08:14:05.962 (6460940848)|STATEMENT_EXECUTE|[52]
08:14:05.962 (6460944282)|STATEMENT_EXECUTE|[53]
08:14:05.962 (6460947625)|STATEMENT_EXECUTE|[54]
08:14:05.962 (6460957233)|HEAP_ALLOCATE|[45]|Bytes:5
08:14:05.962 (6460965117)|HEAP_ALLOCATE|[45]|Bytes:7
08:14:05.962 (6460969592)|VARIABLE_SCOPE_BEGIN|[45]|child|dom.XmlNode|true|false
08:14:05.962 (6460995196)|VARIABLE_ASSIGNMENT|[45]|child|"XMLNode[ELEMENT,pubDate,null,null,null,[XMLNode[TEXT,null,null,null,null,null,Thu, 14 Sep 2017 14:02:00 +0300,]],null,]"|0x323e9d78
08:14:05.962 (6461003813)|STATEMENT_EXECUTE|[45]
08:14:05.962 (6461010969)|HEAP_ALLOCATE|[46]|Bytes:7
08:14:05.962 (6461020929)|STATEMENT_EXECUTE|[46]
08:14:05.962 (6461028897)|HEAP_ALLOCATE|[47]|Bytes:7
08:14:05.962 (6461035025)|STATEMENT_EXECUTE|[47]
08:14:05.962 (6461037695)|HEAP_ALLOCATE|[51]|Bytes:7
08:14:05.962 (6461045220)|STATEMENT_EXECUTE|[51]
08:14:05.962 (6461046361)|STATEMENT_EXECUTE|[51]
08:14:05.962 (6461049890)|HEAP_ALLOCATE|[51]|Bytes:31
08:14:05.962 (6461058237)|METHOD_ENTRY|[51]|01p7F000008eSte|RSS.getDate(String)
08:14:05.962 (6461065232)|VARIABLE_SCOPE_BEGIN|[63]|this|RSS|true|false
08:14:05.962 (6461081461)|VARIABLE_ASSIGNMENT|[63]|this|{}|0x5d77c19c
08:14:05.962 (6461090097)|VARIABLE_SCOPE_BEGIN|[63]|pubDate|String|false|false
08:14:05.962 (6461098055)|VARIABLE_ASSIGNMENT|[63]|pubDate|"Thu, 14 Sep 2017 14: (11 more) ..."
08:14:05.962 (6461102757)|STATEMENT_EXECUTE|[63]
08:14:05.962 (6461103893)|STATEMENT_EXECUTE|[64]
08:14:05.962 (6461119861)|HEAP_ALLOCATE|[64]|Bytes:2
08:14:05.962 (6461136604)|HEAP_ALLOCATE|[64]|Bytes:2
08:14:05.962 (6461158915)|VARIABLE_SCOPE_BEGIN|[64]|day|Integer|false|false
08:14:05.962 (6461165285)|HEAP_ALLOCATE|[64]|Bytes:4
08:14:05.962 (6461171080)|VARIABLE_ASSIGNMENT|[64]|day|14
08:14:05.962 (6461175210)|STATEMENT_EXECUTE|[65]
08:14:05.962 (6461183341)|HEAP_ALLOCATE|[65]|Bytes:3
08:14:05.962 (6461196451)|HEAP_ALLOCATE|[65]|Bytes:3
08:14:05.962 (6461208697)|METHOD_ENTRY|[65]|01p7F000008eSte|RSS.getMonthIndex(String)
08:14:05.962 (6461213155)|VARIABLE_SCOPE_BEGIN|[73]|this|RSS|true|false
08:14:05.962 (6461228259)|VARIABLE_ASSIGNMENT|[73]|this|{}|0x5d77c19c
08:14:05.962 (6461233081)|VARIABLE_SCOPE_BEGIN|[73]|month|String|false|false
08:14:05.962 (6461239511)|VARIABLE_ASSIGNMENT|[73]|month|"Sep"
08:14:05.962 (6461243876)|STATEMENT_EXECUTE|[74]
08:14:05.962 (6461244918)|STATEMENT_EXECUTE|[75]
08:14:05.962 (6461253750)|HEAP_ALLOCATE|[75]|Bytes:3
08:14:05.962 (6461267386)|HEAP_ALLOCATE|[75]|Bytes:3
08:14:05.962 (6461276958)|VARIABLE_SCOPE_BEGIN|[75]|thisMonth|String|false|false
08:14:05.962 (6461284798)|VARIABLE_ASSIGNMENT|[75]|thisMonth|"sep"
08:14:05.962 (6461324062)|STATEMENT_EXECUTE|[84]
08:14:05.962 (6461329645)|METHOD_EXIT|[65]|01p7F000008eSte|RSS.getMonthIndex(String)
08:14:05.962 (6461336754)|VARIABLE_SCOPE_BEGIN|[65]|month|Integer|false|false
08:14:05.962 (6461342552)|HEAP_ALLOCATE|[65]|Bytes:4
08:14:05.962 (6461347526)|VARIABLE_ASSIGNMENT|[65]|month|9
08:14:05.962 (6461351056)|STATEMENT_EXECUTE|[66]
08:14:05.962 (6461360331)|HEAP_ALLOCATE|[66]|Bytes:4
08:14:05.962 (6461375962)|HEAP_ALLOCATE|[66]|Bytes:4
08:14:05.962 (6461392029)|VARIABLE_SCOPE_BEGIN|[66]|year|Integer|false|false
08:14:05.962 (6461397617)|HEAP_ALLOCATE|[66]|Bytes:4
08:14:05.962 (6461402159)|VARIABLE_ASSIGNMENT|[66]|year|2017
08:14:05.962 (6461405499)|STATEMENT_EXECUTE|[67]
08:14:05.962 (6461412563)|HEAP_ALLOCATE|[67]|Bytes:2
08:14:05.962 (6461423543)|HEAP_ALLOCATE|[67]|Bytes:2
